id,happiness,survey_type,province,gender,nationality,religion,religion_freq,edu,income,political,floor_area,health,health_problem,depression,hukou,socialize,relax,learn,equity,class,work_exper,work_status,work_yr,work_type,work_manage,family_income,family_m,family_status,house,car,marital,status_peer,status_3_before,view,inc_ability,age,BMI
2155,4,1,1,1,1,1,1,13,-8,1,100,4,4,4,8,1,5,4,2,6,1,4,30,2,3,-8,8,4,6,3,3,2,2,3,2,52,23.120623596247853
2156,5,1,11,2,1,1,1,3,24000,1,95,4,4,4,2,4,3,3,2,5,5,-8,-8,-8,-8,48000,5,3,5,3,3,2,2,2,2,77,25.390624999999996
2157,4,1,27,1,1,1,1,3,0,1,94,2,3,4,1,2,4,1,2,4,5,-8,-8,-8,-8,30000,8,2,5,3,3,3,2,4,2,70,22.857142857142858
2158,3,1,12,2,1,1,1,6,120000,1,100,3,3,3,2,3,3,3,2,6,1,4,15,2,4,270000,6,3,5,3,3,2,1,3,2,37,22.892819979188342
2159,4,1,7,2,1,1,1,3,40000,1,70,5,5,5,1,1,3,1,4,5,1,4,10,2,4,40000,6,2,5,3,3,2,2,4,2,30,22.67573696145125
2160,3,1,1,2,1,1,1,10,100000,1,50,4,4,5,2,3,4,2,4,5,1,4,25,2,4,140000,5,3,5,3,3,2,2,3,2,47,19.531249999999996
2161,3,2,16,1,1,1,1,4,40000,1,200,5,5,4,1,2,3,1,4,7,3,-8,-8,-8,-8,60000,8,3,5,3,3,2,2,4,2,43,22.49134948096886
2162,5,1,21,2,1,1,1,6,15000,4,120,5,5,5,5,3,2,2,4,5,1,3,30,2,5,30000,5,3,5,2,3,2,1,4,2,48,25.71100826707804
2163,4,1,4,1,1,1,1,6,200000,1,89,1,3,2,2,3,5,1,2,5,1,9,9,1,5,200000,5,3,5,3,3,3,2,2,3,43,26.503881536199174
2164,4,2,26,2,1,1,1,1,5000,1,400,4,3,4,1,4,1,1,3,5,3,-8,-8,-8,-8,10000,5,3,5,3,3,2,1,3,2,60,18.730489073881373
2165,3,2,15,1,1,1,1,10,50000,1,12,4,4,4,1,4,4,4,2,7,1,4,3,2,3,50000,4,2,5,3,1,3,2,2,2,25,20.9572742022715
2166,5,2,22,1,1,1,4,4,-8,4,200,5,4,5,1,4,2,3,2,5,5,-8,-8,-8,-8,30000,6,3,5,3,3,2,1,4,2,55,22.460937499999996
2167,5,1,27,2,1,0,1,4,17500,1,65,4,5,5,2,1,4,2,4,5,1,4,20,2,4,60000,5,3,6,3,3,3,3,4,3,41,24.999999999999996
2168,2,2,27,2,1,1,1,4,-8,1,200,5,4,3,1,2,2,1,2,5,3,-8,-8,-8,-8,-8,6,3,5,3,3,2,2,4,-8,52,22.031725684986377
2169,4,2,15,2,1,1,4,4,25000,1,198,3,2,3,5,3,4,1,4,2,5,-8,-8,-8,-8,120000,9,3,6,2,3,3,2,3,2,55,23.828124999999996
2170,4,1,4,1,1,1,1,3,24000,1,10,3,3,5,1,1,3,1,4,5,5,-8,-8,-8,-8,24000,5,1,5,3,3,3,2,3,2,62,22.857142857142858
2171,4,2,15,2,1,1,1,1,0,1,270,3,3,3,1,4,4,1,3,4,4,-8,-8,-8,-8,200000,7,3,5,3,3,2,2,3,-8,83,18.02595737862522
2172,4,1,21,2,1,1,1,6,0,2,103,4,5,5,2,2,4,4,4,3,6,-8,-8,-8,-8,9000,6,2,5,3,1,3,2,3,-8,18,15.43150341422013
2173,4,2,22,2,8,1,1,3,10000,1,50,3,3,4,1,5,4,2,4,5,3,-8,-8,-8,-8,10000,5,3,7,3,3,2,2,4,-8,62,22.86236854138088
2174,3,1,15,2,1,1,1,10,50000,1,94,5,4,5,5,3,5,4,3,3,1,4,18,2,4,120000,6,3,5,2,3,2,1,4,2,41,18.749999999999996
2175,4,1,10,2,1,1,1,4,15000,1,400,5,5,4,1,2,5,4,5,4,1,3,3,2,2,60000,8,2,6,3,3,2,1,5,3,28,22.49134948096886
2176,4,2,5,1,1,1,1,4,60000,1,72,5,5,5,1,4,4,1,4,1,2,-8,-8,-8,-8,60000,6,3,5,3,3,2,2,4,2,38,25.039918710988534
2177,4,2,11,1,1,1,1,4,20000,1,100,4,5,5,1,3,3,3,1,3,1,4,5,2,4,50000,6,3,5,3,1,2,1,4,2,23,24.489795918367346
2178,5,1,11,1,1,1,1,4,50000,1,95,5,5,5,1,4,4,2,2,5,1,7,16,2,3,60000,5,3,5,2,3,2,3,5,2,30,26.122448979591837
2179,4,1,12,2,1,1,1,9,24000,1,100,4,5,5,1,3,4,3,2,3,1,4,11,2,3,90000,7,2,5,3,2,3,1,4,3,30,22.600262984878366
2180,4,1,1,1,1,1,1,12,70000,4,55,3,4,4,2,3,3,4,3,6,5,-8,-8,-8,-8,150000,5,4,5,3,3,1,2,3,2,78,21.461936624163616
2181,4,1,1,1,1,1,1,7,15000,4,47,3,4,4,2,2,5,2,4,6,5,-8,-8,-8,-8,190000,5,4,5,3,3,1,2,4,2,90,27.343749999999996
2182,5,2,5,2,1,1,1,3,0,1,60,5,5,5,1,3,4,2,2,5,6,-8,-8,-8,-8,10000,6,3,5,2,3,2,2,4,-8,30,25.390624999999996
2183,3,1,28,2,1,1,1,4,0,1,89,4,4,4,1,4,4,1,2,3,5,-8,-8,-8,-8,50000,4,3,5,3,3,2,1,4,2,47,28.040378144528116
2184,5,1,19,2,1,1,1,3,10000,1,35,3,-8,4,4,5,5,1,4,5,5,-8,-8,-8,-8,30000,5,3,4,3,3,2,1,4,-8,67,21.4308604390322
2185,4,1,15,2,1,1,1,11,50000,1,85,5,5,5,2,3,3,2,4,4,1,4,14,2,4,100000,5,3,5,3,3,2,2,3,2,32,22.582709172343712
2186,5,2,23,2,1,1,3,5,12000,2,24,1,5,5,2,1,4,2,1,5,1,4,8,2,4,63000,7,3,5,3,2,2,2,4,4,24,18.507766003774133
2187,4,2,22,2,8,1,1,1,0,1,45,2,2,3,1,3,3,1,4,3,4,-8,-8,-8,-8,5000,5,1,6,3,7,2,3,4,2,73,8.324661810613943
2188,4,2,6,2,1,1,1,4,0,1,120,3,4,4,1,3,2,1,2,6,3,-8,-8,-8,-8,20000,6,3,5,3,3,2,1,3,2,50,27.548209366391188
2189,4,1,27,2,1,1,1,12,0,2,55,4,4,4,5,2,4,5,2,4,6,-8,-8,-8,-8,60000,6,2,5,3,1,2,2,4,-8,19,20.957171162932475
2190,4,1,18,1,1,1,3,10,-8,2,80,4,5,5,1,2,4,4,3,3,1,4,3,2,4,-8,7,3,6,3,1,2,1,3,2,25,21.532859493715208
2191,3,2,6,1,1,1,2,3,5000,1,330,2,4,4,1,3,3,1,3,5,3,-8,-8,-8,-8,50000,5,2,5,3,3,2,2,3,2,73,24.444444444444443
2192,4,1,10,2,1,1,1,4,0,1,98.5,5,5,5,1,4,4,1,2,5,5,-8,-8,-8,-8,30000,6,3,5,3,3,2,2,5,3,28,25.08650519031142
2193,2,1,4,2,1,1,1,12,84000,1,70,2,4,3,2,2,2,4,2,4,1,4,8,2,4,86000,4,3,3,3,1,2,2,5,2,30,19.473406629072173
2194,5,1,31,1,1,0,9,4,60000,1,45,5,4,4,1,2,2,1,4,2,1,6,8,2,3,60000,6,2,5,3,3,2,1,5,2,27,17.799928800284796
2195,4,2,5,2,1,1,2,4,15000,1,300,4,4,4,2,2,3,2,4,5,3,-8,-8,-8,-8,40000,5,3,5,3,1,3,2,3,3,22,17.425092132671043
2196,5,2,8,2,4,0,4,1,4000,1,667,4,4,2,2,1,3,1,5,5,3,-8,-8,-8,-8,20000,5,4,5,3,3,1,1,3,2,64,24.221453287197235
2197,4,1,4,2,1,0,4,6,100000,1,40,4,4,3,1,3,2,5,3,7,1,3,23,2,3,100000,6,4,6,2,3,1,1,3,3,50,18.36547291092746
2198,4,2,8,2,4,0,2,1,3000,1,110,5,4,3,1,4,3,1,5,2,2,-8,-8,-8,-8,70000,8,2,5,3,3,2,1,5,2,29,22.582709172343712
2199,5,1,4,1,3,1,1,8,60000,4,70,3,5,5,5,2,5,2,4,3,5,-8,-8,-8,-8,-8,5,-8,5,3,4,2,2,4,1,77,26.175194521137367
2200,4,1,21,2,1,1,1,4,0,1,83,4,4,4,1,3,4,2,4,5,5,-8,-8,-8,-8,15000,5,3,5,2,4,2,1,4,-8,43,21.63114885435026
2201,4,1,15,2,1,1,1,3,20000,1,77,2,2,2,5,4,3,2,4,7,5,-8,-8,-8,-8,30000,5,4,5,3,3,2,2,4,3,74,23.437499999999996
2202,5,1,18,2,1,1,1,3,20000,1,120,4,4,4,2,2,3,3,4,6,5,-8,-8,-8,-8,30000,5,3,5,3,3,2,1,3,2,73,24.341758286340216
2203,5,1,1,1,1,1,1,7,100000,1,88,5,5,5,2,1,4,4,2,6,1,4,37,2,4,150000,5,3,5,2,3,2,2,4,3,57,11.428571428571429
2204,4,2,21,2,1,1,1,3,10000,1,190,4,4,4,1,2,3,1,4,6,3,-8,-8,-8,-8,30000,5,4,6,3,3,2,1,3,2,47,23.030045351473927
2205,3,1,7,1,1,1,1,9,32000,4,40,2,2,2,2,2,4,5,2,3,1,4,45,2,3,80000,5,3,5,3,3,3,3,3,3,65,23.423557406305775
2206,4,1,31,1,1,1,1,4,20000,1,35,4,4,4,1,2,2,3,2,3,1,4,20,2,4,20000,6,2,5,3,3,2,2,3,2,37,25.826446280991735
2207,4,1,31,1,1,1,1,1,60000,1,90,4,4,4,2,3,4,2,4,4,1,2,31,3,2,300000,6,4,5,2,3,2,2,3,2,50,23.671253629592222
2208,4,1,18,2,1,1,1,3,3000,1,120,4,4,3,2,2,4,1,3,4,1,6,4,3,4,10000,5,2,5,3,6,3,1,4,2,46,27.548209366391188
2209,5,2,17,1,1,1,1,4,30000,1,130,4,5,5,1,2,2,2,2,6,1,4,20,2,3,30000,8,3,5,2,3,2,2,3,-8,39,26.874496103198062
2210,2,2,31,2,1,1,1,3,0,1,50,1,1,3,1,5,3,1,4,3,4,-8,-8,-8,-8,0,4,1,5,3,7,3,2,3,2,64,24.444444444444443
2211,4,1,9,1,1,1,1,4,25000,1,130,5,4,5,1,2,4,1,4,7,1,3,8,1,5,70000,7,4,6,2,3,2,2,5,2,36,26.122448979591837
2212,5,1,16,2,1,-8,1,1,0,1,100,1,2,4,1,4,4,1,5,6,4,-8,-8,-8,-8,0,5,3,5,3,3,2,2,4,-8,69,22.600262984878366
2213,5,1,24,2,1,1,1,4,0,1,140,5,5,5,1,2,4,1,3,5,5,-8,-8,-8,-8,-8,5,3,5,3,2,2,1,3,2,25,20.5456936226167
2214,4,2,31,2,1,1,1,4,30000,1,100,3,5,5,1,4,4,1,4,5,4,-8,-8,-8,-8,60000,5,3,5,3,3,2,2,4,2,56,23.711844630960897
2215,5,1,9,2,1,1,1,4,10000,1,200,4,4,4,1,3,3,1,3,4,4,-8,-8,-8,-8,20000,5,3,5,3,3,3,2,4,2,44,24.341758286340216
2216,4,2,2,2,8,1,1,3,1500,1,100,4,4,4,1,5,1,1,4,4,3,-8,-8,-8,-8,3500,7,2,5,3,3,3,1,3,-8,38,21.829952199932254
2217,4,1,22,1,1,1,1,4,40000,1,90,4,4,4,1,2,3,2,4,6,4,-8,-8,-8,-8,60000,6,3,5,3,3,2,2,4,2,60,22.321428571428577
2218,4,2,16,1,1,0,2,4,100000,1,90,3,4,4,1,2,3,1,2,5,1,3,25,3,5,150000,6,4,5,2,3,1,1,3,2,43,12.675770686857762
2219,4,2,5,1,1,1,1,4,50000,1,260,5,5,4,1,4,3,1,4,4,3,-8,-8,-8,-8,50000,6,3,5,3,3,2,2,4,2,45,29.387755102040817
2220,5,1,24,1,1,0,8,4,300000,1,280,5,5,4,1,5,4,1,4,10,1,2,20,3,2,300000,6,4,2,2,3,2,2,2,2,43,23.588329220496444
2221,4,1,4,1,1,1,1,4,70000,1,90,5,5,4,2,3,4,2,4,5,1,2,35,2,5,700000,5,2,5,3,3,3,1,4,2,56,21.75546853368142
2222,2,2,9,2,1,1,1,3,5000,1,50,2,3,3,1,2,3,1,3,1,3,-8,-8,-8,-8,5000,4,2,5,3,5,3,3,3,3,60,28.095733610822055
2223,4,1,18,2,1,0,5,3,25000,1,100,4,4,5,2,1,3,2,4,4,1,4,10,3,4,70000,8,2,5,3,3,3,1,3,2,37,18.36547291092746
2224,4,2,24,1,1,0,1,3,15000,4,150,3,5,5,1,3,3,3,2,2,1,4,11,2,4,25000,6,2,5,3,3,3,2,4,2,50,23.437499999999996
2225,4,1,1,2,1,1,1,6,40000,1,80,3,3,4,2,4,4,3,4,4,5,-8,-8,-8,-8,40000,4,3,5,3,7,2,2,3,2,78,21.484374999999996
2226,5,1,27,1,1,1,1,4,25000,4,58,4,5,5,4,2,3,4,1,4,1,4,25,2,4,50000,6,2,5,3,3,2,1,4,2,43,25.381468541909282
2227,3,2,18,2,1,1,1,1,10000,1,96,3,3,2,1,3,2,1,2,1,3,-8,-8,-8,-8,30000,5,2,5,3,3,3,3,4,-8,45,16.937031879257784
2228,3,2,2,1,1,-8,1,6,-8,1,200,3,5,4,1,2,2,2,3,3,1,8,1,2,5,30000,5,3,5,2,1,2,2,2,-8,24,16.3265306122449
2229,4,2,19,1,1,1,1,7,100000,1,80,4,5,5,4,3,3,3,4,6,1,3,10,2,2,150000,6,3,5,2,3,2,1,4,2,38,23.938989774631512
2230,4,1,12,2,1,1,1,6,40000,1,103,3,3,3,5,2,4,3,4,4,5,-8,-8,-8,-8,80000,5,3,5,3,3,2,2,4,3,63,22.476586888657646
2231,4,1,31,1,1,1,1,4,50000,1,80,4,5,4,2,2,3,1,2,5,1,3,6,2,5,50000,6,3,5,3,3,2,2,4,2,48,24.489795918367346
2232,4,1,11,2,1,1,1,7,40000,4,150,3,4,4,5,2,2,2,4,6,5,-8,-8,-8,-8,50000,5,3,5,2,3,2,2,4,2,58,23.437499999999996
2233,4,2,31,1,1,1,1,3,7000,1,100,4,4,4,1,4,4,1,4,5,3,-8,-8,-8,-8,30000,9,3,5,3,3,2,2,4,2,54,29.1363163371488
2234,4,1,12,2,1,1,1,4,60000,1,68,4,5,4,1,3,3,2,1,5,1,4,7,2,4,150000,6,4,6,3,1,2,1,3,2,29,20.70081674131507
2235,4,2,13,2,1,-8,1,3,1000,1,300,1,2,2,1,4,5,1,5,3,4,-8,-8,-8,-8,85000,5,-8,5,3,3,-8,-8,4,2,47,20
2236,4,1,31,1,1,1,1,4,23000,1,30,5,5,5,2,4,4,2,2,4,1,6,36,3,4,40000,5,2,5,3,3,2,2,3,3,55,23.356401384083046
2237,5,1,9,1,1,1,1,4,100000,1,300,5,5,5,2,2,2,1,5,5,1,3,4,2,5,100000,6,3,5,2,3,2,1,4,2,49,24.221453287197235
2238,3,1,13,2,1,1,1,6,22800,1,160,2,3,3,2,2,4,3,4,5,5,-8,-8,-8,-8,52800,5,3,5,3,3,3,2,4,2,60,17.68978885166924
2239,4,2,21,2,1,1,1,3,-8,1,240,4,4,4,1,4,4,2,4,4,5,-8,-8,-8,-8,40000,5,3,6,2,3,2,2,3,2,43,22.942130453700404
2240,4,1,22,1,1,1,1,6,0,1,150,3,4,3,1,4,4,2,2,5,1,2,14,2,5,20000,7,3,5,3,3,3,2,3,2,36,22.55337632396672
2241,4,1,1,1,1,1,1,6,30000,1,49,3,4,4,2,3,3,2,2,3,1,4,15,2,5,90000,6,2,5,3,1,3,2,4,4,43,23.148148148148145
2242,4,1,9,2,1,1,1,1,0,1,250,4,4,4,2,3,2,1,3,5,4,-8,-8,-8,-8,30000,7,3,5,3,3,3,2,4,3,31,25.654874426140964
2243,4,1,12,2,1,1,1,3,40800,1,60,3,5,5,5,3,4,1,3,5,5,-8,-8,-8,-8,120000,5,4,5,3,3,2,2,4,2,77,20
2244,5,1,19,2,1,1,1,4,60000,4,52,5,4,4,5,2,4,3,4,7,1,4,25,2,4,100000,5,3,5,3,3,1,2,4,2,58,19.531249999999996
2245,2,1,12,2,1,0,8,4,31200,1,85,3,-8,4,5,2,4,2,2,3,5,-8,-8,-8,-8,62400,6,2,5,3,3,2,2,3,3,55,19.402848794740688
2246,4,1,4,2,1,1,1,1,42000,4,100,1,3,3,2,2,4,1,4,5,5,-8,-8,-8,-8,42000,4,3,4,3,7,1,2,4,2,81,28.763971071663377
2247,4,2,22,2,1,1,1,3,700,1,135,2,3,3,1,4,3,1,4,5,6,-8,-8,-8,-8,-8,6,2,5,3,7,3,2,-8,2,68,16.23307274979709
2248,3,1,24,2,1,1,2,4,36000,2,60,3,4,2,1,2,3,2,2,-8,5,-8,-8,-8,-8,-8,6,-8,5,2,3,3,2,4,-8,32,19.02739945521551
2249,5,1,17,1,1,1,1,12,60000,4,90,5,5,5,2,2,5,5,4,4,1,4,12,2,3,100000,6,2,6,2,3,3,3,3,3,37,23.529411764705884
2250,2,1,27,1,1,1,1,4,16800,4,53,2,2,4,2,3,3,4,2,2,1,4,30,2,4,54000,6,2,5,3,3,3,1,2,3,51,22.093170054286073
2251,2,2,18,1,1,1,1,3,5000,1,100,5,4,4,1,3,1,1,4,2,3,-8,-8,-8,-8,20000,7,3,5,3,3,3,1,3,2,65,16.528925619834713
2252,4,2,2,2,8,0,3,4,8000,1,320,4,3,3,1,3,3,2,3,5,3,-8,-8,-8,-8,30000,6,3,5,3,3,2,1,3,2,50,20.202020202020204
2253,4,1,12,2,1,1,1,13,100000,1,116,4,5,5,5,3,4,3,3,7,1,3,9,2,2,200000,6,3,5,2,3,2,2,3,2,30,17.146776406035663
2254,4,2,2,2,1,1,1,3,4000,1,110,2,3,3,1,2,3,1,2,1,3,-8,-8,-8,-8,10000,7,2,6,3,3,2,2,3,3,48,18.974531961544947
2255,4,1,31,1,1,1,1,3,44400,4,58,5,5,5,2,3,4,3,3,4,1,5,44,2,4,44400,5,2,5,3,4,-8,1,5,4,64,29.387755102040817
2256,5,1,4,1,1,1,1,10,50000,1,69,4,5,5,5,2,4,3,4,6,5,-8,-8,-8,-8,50000,5,4,5,3,3,2,3,5,2,61,21.773842357381334
2257,4,1,16,2,1,1,1,12,80000,1,110,4,3,4,2,3,4,2,2,7,5,-8,-8,-8,-8,100000,5,4,5,3,3,2,3,4,2,69,22.582709172343712
2258,4,1,6,1,1,1,1,4,36000,1,124,4,4,4,1,3,2,1,4,5,1,5,23,2,4,50000,6,3,5,3,3,2,2,2,2,44,25.099501595611173
2259,4,2,18,1,1,1,1,1,0,1,90,4,4,4,1,4,4,1,4,5,3,-8,-8,-8,-8,9600,5,4,6,3,3,1,1,4,2,80,24.79338842975207
2260,4,2,29,1,1,1,1,4,20000,1,72,1,2,2,1,4,4,1,4,7,2,-8,-8,-8,-8,25000,5,3,5,3,3,2,1,5,2,62,19.14672216441207
2261,5,2,17,2,1,1,1,3,2160,1,160,4,3,2,1,3,5,1,1,4,4,-8,-8,-8,-8,4320,5,3,5,3,3,3,3,-8,4,71,23.933402705515086
2262,4,2,6,1,1,1,1,1,780,1,200,4,4,4,1,3,2,1,4,4,4,-8,-8,-8,-8,1560,9,2,5,3,3,2,2,3,2,68,20.028841531805796
2263,5,1,21,2,1,1,1,3,40000,1,40,4,4,4,5,2,4,1,4,5,5,-8,-8,-8,-8,80000,5,3,7,3,3,2,2,-8,2,75,23.437499999999996
2264,4,2,9,2,1,1,1,3,760,1,60,2,3,3,1,4,4,1,4,5,3,-8,-8,-8,-8,20000,7,2,6,3,7,2,1,2,2,70,21.8522372528616
2265,4,1,21,2,1,1,2,4,0,1,120,4,4,4,1,4,4,2,1,5,6,-8,-8,-8,-8,40000,6,2,5,3,3,3,1,4,-8,25,19.031141868512112
2266,5,1,13,1,8,1,1,4,5000,1,170,5,4,4,1,4,3,1,5,5,2,-8,-8,-8,-8,20000,7,3,5,3,3,2,1,4,2,62,21.258503401360546
2267,4,1,19,1,1,1,3,6,50000,1,42,4,4,4,1,3,4,2,4,5,1,4,8,2,3,200000,6,2,5,3,3,3,2,2,2,30,17.35891932836763
2268,3,1,1,1,1,1,1,4,8000,1,35,2,1,1,2,2,4,1,3,1,5,-8,-8,-8,-8,8000,4,1,5,3,1,3,3,4,-8,56,21.929223431375238
2269,3,1,5,1,3,1,1,7,36000,1,54,4,3,3,2,2,3,3,3,4,1,4,2,2,4,36000,4,3,5,3,1,2,2,3,2,22,20.04744562130375
2270,4,2,3,2,1,1,1,4,6000,1,100,4,4,2,1,3,3,1,2,3,3,-8,-8,-8,-8,6000,6,2,5,3,3,3,2,4,3,52,24.999999999999996
2271,4,2,17,1,1,1,1,4,4000,1,120,2,-8,5,1,4,4,4,2,1,4,-8,-8,-8,-8,8000,5,3,4,3,3,2,2,4,-8,70,29.411764705882355
2272,4,2,9,2,1,1,1,3,20000,1,80,4,5,4,1,2,3,1,4,5,3,-8,-8,-8,-8,30000,5,2,6,3,3,3,1,4,2,50,22.03856749311295
2273,4,2,22,1,1,1,1,4,0,1,120,3,3,4,1,5,4,2,4,7,4,-8,-8,-8,-8,-8,6,3,5,3,3,2,1,5,-8,67,23.80540166204986
2274,2,1,12,2,1,0,4,3,36000,1,40,3,3,4,1,3,1,1,2,1,6,-8,-8,-8,-8,36000,8,2,4,3,5,3,2,-8,3,48,20.55921052631579
2275,4,2,5,1,1,1,1,3,20000,1,60,2,3,4,1,2,2,1,4,4,3,-8,-8,-8,-8,60000,5,2,5,3,3,2,2,3,2,49,25.95155709342561
2276,4,2,10,2,1,1,1,4,20000,1,70,4,4,4,1,3,4,2,3,3,3,-8,-8,-8,-8,80000,6,3,5,2,3,2,1,3,3,46,23.875114784205696
2277,4,2,29,1,1,1,1,6,50000,1,132,4,3,4,1,2,4,4,4,4,2,-8,-8,-8,-8,100000,5,3,5,3,3,2,1,4,2,54,23.671253629592222
2278,4,1,22,2,1,1,3,7,30000,1,400,4,4,4,1,2,3,3,4,5,1,3,18,2,5,100000,7,3,6,3,3,2,2,3,3,38,21.484374999999996
2279,3,2,18,2,1,1,6,3,-8,1,140,2,2,2,1,5,4,1,1,4,3,-8,-8,-8,-8,35000,5,2,5,3,3,3,1,2,-8,41,22.03856749311295
2280,2,1,2,2,1,1,1,1,3000,1,100,4,4,4,2,2,2,2,2,5,4,-8,-8,-8,-8,30000,5,3,5,3,3,3,2,4,-8,51,25.099501595611173
2281,4,2,13,2,8,1,1,3,3000,1,210,4,4,3,1,5,5,2,4,6,2,-8,-8,-8,-8,5000,6,2,5,3,3,3,2,3,3,48,22.86236854138088
2282,4,1,27,1,1,1,1,13,12000,4,65,5,4,3,2,4,3,4,4,3,1,4,2,2,3,12000,4,3,4,3,1,3,1,4,3,27,20.98765432098765
2283,4,2,2,1,8,1,1,3,10000,1,150,4,4,4,1,3,2,1,2,4,2,-8,-8,-8,-8,15000,6,3,5,3,3,3,1,3,3,44,20.281233098972418
2284,4,2,28,2,1,1,1,1,30000,1,90,4,4,5,1,4,2,1,4,4,3,-8,-8,-8,-8,30000,6,2,5,3,3,3,2,3,3,47,21.484374999999996
2285,4,1,22,2,1,1,1,4,24000,1,300,5,4,5,2,4,4,2,4,5,5,-8,-8,-8,-8,24000,4,3,6,2,3,2,2,4,2,53,27.548209366391188
2286,4,1,3,2,2,1,1,10,50000,1,117,1,2,1,2,3,3,4,2,5,1,4,28,2,4,80000,7,2,5,2,3,2,2,4,3,49,31.835048068814302
2287,3,2,2,1,8,1,1,3,-8,1,100,3,5,3,1,2,4,1,2,4,4,-8,-8,-8,-8,-8,7,2,5,3,3,3,2,3,2,62,23.83300460223537
2288,4,1,16,1,1,1,1,3,10000,1,160,3,3,4,1,3,3,3,4,6,4,-8,-8,-8,-8,40000,7,3,5,3,3,2,1,4,3,71,18.36547291092746
2289,4,1,1,2,1,1,1,5,86000,2,50,4,4,4,2,2,2,4,2,5,1,7,18,1,4,80000,1,3,5,3,6,3,2,3,-8,39,21.12029384756658
2290,4,1,7,2,1,1,1,11,30000,1,45,4,5,5,2,3,4,2,4,6,5,-8,-8,-8,-8,70000,5,3,6,3,3,2,1,4,2,27,19.591836734693878
2291,3,1,12,2,1,0,6,3,-8,1,94,4,4,3,1,2,3,1,2,7,5,-8,-8,-8,-8,-8,9,3,5,3,3,2,1,3,-8,25,18.78881373363395
2292,4,2,16,1,1,1,1,4,35000,1,110,3,5,4,1,4,1,1,3,4,2,-8,-8,-8,-8,100000,6,2,5,3,3,3,1,4,2,47,23.87543252595156
2293,4,2,28,1,1,1,1,3,10500,1,63,2,2,3,1,1,3,1,5,3,3,-8,-8,-8,-8,10500,6,2,5,3,3,2,3,3,2,59,19.560858721697887
2294,4,1,4,2,1,1,1,6,50000,1,10,4,5,4,4,2,5,2,3,2,1,4,5,2,4,55000,4,2,4,3,6,3,2,4,2,45,24.3046178773967
2295,4,2,31,2,1,1,1,6,0,1,75,3,4,5,1,3,3,1,3,4,3,-8,-8,-8,-8,100000,7,3,5,2,7,3,2,3,-8,57,19.031141868512112
2296,1,2,31,2,1,1,1,4,39000,1,50,5,5,2,1,1,5,1,3,1,4,-8,-8,-8,-8,78000,6,1,4,3,3,3,2,4,2,31,27.76709812465291
2297,4,1,27,1,1,0,3,12,20000,1,50,4,3,3,2,3,4,1,2,7,1,4,10,2,4,20000,6,2,4,3,3,2,2,4,3,35,29.085872576177287
2298,4,2,31,2,1,1,1,1,2280,1,50,4,3,2,1,1,5,1,4,1,4,-8,-8,-8,-8,4560,5,1,5,3,3,3,2,4,3,59,23.437499999999996
2299,4,1,10,2,1,1,1,12,60000,1,100,5,5,4,2,3,2,2,4,5,1,9,4,1,5,60000,4,3,5,2,1,2,2,4,2,25,18.36547291092746
2300,5,2,8,1,4,0,9,1,1000,1,333,4,5,5,1,1,4,5,5,8,3,-8,-8,-8,-8,40000,10,3,5,3,7,2,1,4,2,77,24.0569347455645
2301,4,2,15,1,1,1,1,4,33600,1,279,3,3,3,4,1,4,1,3,7,5,-8,-8,-8,-8,60000,9,3,6,3,3,2,1,3,2,87,13.21178491214163
2302,3,1,12,1,1,1,1,4,20000,1,110,4,3,3,5,3,3,2,2,3,5,-8,-8,-8,-8,80000,8,3,5,3,3,2,2,4,3,56,23.915816326530617
2303,4,1,4,1,1,1,1,3,23000,1,13,3,2,4,1,2,3,4,2,1,3,-8,-8,-8,-8,30000,4,3,6,3,3,3,3,4,2,51,22.03856749311295
2304,3,2,6,1,1,1,1,4,20000,1,200,3,3,3,1,2,2,2,2,5,3,-8,-8,-8,-8,40000,6,3,5,3,3,2,1,4,3,48,27.343749999999996
2305,3,2,21,2,1,1,1,3,0,1,180,2,2,1,1,4,4,1,3,4,6,-8,-8,-8,-8,30000,6,2,5,3,3,3,2,5,-8,42,30.612244897959187
2306,5,2,10,2,1,1,1,1,0,1,100,4,4,5,1,3,1,1,4,5,4,-8,-8,-8,-8,-8,5,3,5,3,3,2,1,4,-8,84,24.444444444444443
2307,4,1,4,1,1,1,1,12,1000000,1,60,3,5,3,5,4,4,4,2,8,1,2,8,2,2,1000000,5,4,6,2,3,1,1,2,2,37,29.410758865975858
2308,2,1,6,2,1,1,1,3,12000,1,70,3,4,4,2,3,3,1,2,5,5,-8,-8,-8,-8,80000,4,2,5,3,7,3,3,4,-8,55,23.437499999999996
2309,4,1,4,2,1,1,1,3,36000,1,15,3,3,4,1,2,2,2,4,3,1,4,15,2,4,36000,4,2,5,3,3,3,2,-8,3,42,20.507812499999996
2310,3,2,13,2,8,1,1,6,800,1,200,5,3,2,1,1,4,1,4,3,3,-8,-8,-8,-8,800,6,1,5,3,3,3,2,4,3,53,26.063100137174207
2311,4,1,6,1,1,1,1,10,36000,4,128,3,4,5,4,2,4,2,4,6,5,-8,-8,-8,-8,72000,5,4,5,3,3,2,1,4,2,70,27.180899908172638
2312,4,1,16,1,8,1,1,4,30000,1,90,5,4,5,1,3,3,3,4,5,1,3,2,2,5,32000,5,2,5,3,3,3,2,3,3,50,29.384756657483933
